"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","10","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","JUN","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","11","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ELY","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","12","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","FAIZ ADZWAN","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","13","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ZILA","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","14","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ZARINA","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","15","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","SARAH","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","16","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ALI","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","17","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","STAFF 9","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","18","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","STAFF 10","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","19","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","STAFF 11","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","20","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","HUSNI","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","21","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BLM1266","","","HAIROL","","","013-9678594
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","22","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BMG8884","","","HOONG KAM YAN","","","0123929782
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","23","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYX9561","","","ARIF","","","016-2655350
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","24","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","QAK3402","","","SITI AISYAH","","","012-3822198
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","25","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","AJH2008","","","'AMMAARAH
","","","0137192544
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","26","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYW1527","","","ZAINUDDIN
","","","016-9924110
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","27","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYH5438","","","SHARILNIZAM 
","","","012-2812372","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","28","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WTW130","","","MOHD FAIZAL
","","","012-2574814","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","29","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYK644","","","APEX
","","","012-66888337","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","30","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BMD6436","","","VINI
","","","012-9765280","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","31","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WWN3426","","","ANIS
","","","012-6050214
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","32","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYR6716","","","NORDIANA AWANG
","","","013-4336465
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","33","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYP8748	
","","","SITI NUR NADIA
","","","017-2801812
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","34","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BMF8004","","","NURSYUHADA
","","","017-6526606
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","35","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYL4155","","","MOHD RASHID
","","","012-9332590
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","36","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WXT5648","","","-","","","012-2707635
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","37","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WWP2159","","","NURUL ANWAR
","","","019-9152051
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","38","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WVS7646","","","NURUL ANWAR
","","","012-7823112","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","39","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WUT5465","","","NORAISHAH","","","016-2214143
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","40","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYW674
","","","SYAMINI
","","","019-3653546
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","41","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BMD3385
","","","MOHD RIZALMI","","","014-9321462
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","42","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","BMD3385
","","","KALIWALI
","","","018-2938190
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","43","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WXS1644
","","","NORHAZLIN
","","","017-3427317
","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","44","Staff","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","WYP7347
","","","FARAH
","","","","","whats","whats","","","","","","","","2014-08-28","","","0","admin","2013-07-24 14:02"
"","45","Fast Customer","Malaysia","Unavailable","Unavailable","Malaysia","Unavailable","Unavailable","","","","kambing","","","","","lol","lol","","","","","","","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","46","Fast Customer","Malaysia","Unavailable","Unavailable","Malaysia","Unavailable","Unavailable","","","","kambing","","","","","lol","lol","","","","","","","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","47","Fast Customer","Malaysia","Unavailable","Unavailable","Malaysia","Unavailable","Unavailable","","","","kambing","","","","","lol","lol","","","","","","","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","48","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","WIRANDA (M) SDN BHD ","","03-8942 3413","","03-8948 5912","3358 JALAN 18/31

TAMAN SRI SERDANG

43300 SERI KEMBANGAN

","3358 JALAN 18/31

TAMAN SRI SERDANG

43300 SERI KEMBANGAN

","","3358 JALAN 18/3","TAMAN SRI SERDANG","43300 SERI KEMBANGAN","3358 JALAN 18/31","TAMAN SRI SERDANG","43300 SERI KEMBANGAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","49","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","AZMAD BINA JAYA SDN BHD ","","09-573 6548","","09-573 6467","B-16 1ST FLOOR JALAN IM2

TAMAN MEDAN MASYHUR

INDERA MAHKOTA

","B-16 1ST FLOOR JALAN IM2

TAMAN MEDAN MASYHUR

INDERA MAHKOTA

","","B-16 1ST FLOOR ","TAMAN MEDAN MASYHUR","INDERA MAHKOTA","B-16 1ST FLOOR JALAN IM2","TAMAN MEDAN MASYHUR","INDERA MAHKOTA","2014-08-28","","","0","admin","2014-01-28 10:15"
"","50","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","BERKAT SEMPURNA (M) SDN BHD ","","09-534 3541","","09-534 3542","LOT 27937, KG KEMPADANG

SIMPANG TIGA PENOR

25150 KUANTAN

","LOT 27937, KG KEMPADANG

SIMPANG TIGA PENOR

25150 KUANTAN

","","LOT 27937, KG K","SIMPANG TIGA PENOR","25150 KUANTAN","LOT 27937, KG KEMPADANG","SIMPANG TIGA PENOR","25150 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","51","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ABUPAR ENTERPRISE SDN BHD ","","09-508 3787","","09-508 3787","NO 64 JALAN IM14/7

KAW PERINDUSTRIAN INDERA MAHKOTA

25200 KUANTAN

","NO 64 JALAN IM14/7

KAW PERINDUSTRIAN INDERA MAHKOTA

25200 KUANTAN

","","NO 64 JALAN IM1","KAW PERINDUSTRIAN INDERA MAHKOTA","25200 KUANTAN","NO 64 JALAN IM14/7","KAW PERINDUSTRIAN INDERA MAHKOTA","25200 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","52","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","SEBATI MAKMUR SDN BHD ","","09-573 6548","","09-573 6464","B-16 1ST FLOOR JALAN IM2

TAMAN MEDAN MASYHUR

INDERA MAHKOTA

","B-16 1ST FLOOR JALAN IM2

TAMAN MEDAN MASYHUR

INDERA MAHKOTA

","","B-16 1ST FLOOR ","TAMAN MEDAN MASYHUR","INDERA MAHKOTA","B-16 1ST FLOOR JALAN IM2","TAMAN MEDAN MASYHUR","INDERA MAHKOTA","2014-08-28","","","0","admin","2014-01-28 10:15"
"","53","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","AQUASERVE ENGINEERING SDN BHD ","","TIADA","","TIADA","NO 47 JALAN 14/7

BENGKEL TERAS IND. RINGAN

SEKTOR III BANDAR INDERA MAHKOTA

","NO 47 JALAN 14/7

BENGKEL TERAS IND. RINGAN

SEKTOR III BANDAR INDERA MAHKOTA

","","NO 47 JALAN 14/","BENGKEL TERAS IND. RINGAN","SEKTOR III BANDAR INDERA MAHKOTA","NO 47 JALAN 14/7","BENGKEL TERAS IND. RINGAN","SEKTOR III BANDAR INDERA MAHKOTA","2014-08-28","","","0","admin","2014-01-28 10:15"
"","54","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","PERNIAGAAN ANIKA USAHA ","","09-566 7399","","09-566 7399","B-360 TINGKAT 1

JALAN AIR PUTIH

25300 KUANTAN

","B-360 TINGKAT 1

JALAN AIR PUTIH

25300 KUANTAN

","","B-360 TINGKAT 1","JALAN AIR PUTIH","25300 KUANTAN","B-360 TINGKAT 1","JALAN AIR PUTIH","25300 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","55","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","B.I.N.S ENGINEERING AND CONSTRUCTIONS ","","09-516 3909","","09-516 3909","G2 BLOK D, MEDAN WARISAN

TANAH PUTIH BARU

25100 KUANTAN

","G2 BLOK D, MEDAN WARISAN

TANAH PUTIH BARU

25100 KUANTAN

","","G2 BLOK D, MEDA","TANAH PUTIH BARU","25100 KUANTAN","G2 BLOK D, MEDAN WARISAN","TANAH PUTIH BARU","25100 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","56","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","AHMAD YUNUS  ","","09-426 9240","","TIADA","P.16, KAMPUNG LAMIR

26600 PEKAN

PAHANG DM

","P.16, KAMPUNG LAMIR

26600 PEKAN

PAHANG DM

","","P.16, KAMPUNG L","26600 PEKAN","PAHANG DM","P.16, KAMPUNG LAMIR","26600 PEKAN","PAHANG DM","2014-08-28","","","0","admin","2014-01-28 10:15"
"","57","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","SAIPUN PLUMBING & CONSTRUCTION ","","09-246 1966","","09-255 7076","124 JALAN BUNGA RAYA

FELDA RENTAM, BERA

28200 PAHANG

","124 JALAN BUNGA RAYA

FELDA RENTAM, BERA

28200 PAHANG

","","124 JALAN BUNGA","FELDA RENTAM, BERA","28200 PAHANG","124 JALAN BUNGA RAYA","FELDA RENTAM, BERA","28200 PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","58","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","RAYAN MAJU ENTERPRISE ","","09-536 6517","","09-536 6368","B 100 TINGKAT 1

TAMAN GURU, JALAN GAMBANG

25150 KUANTAN PAHANG DM

","B 100 TINGKAT 1

TAMAN GURU, JALAN GAMBANG

25150 KUANTAN PAHANG DM

","","B 100 TINGKAT 1","TAMAN GURU, JALAN GAMBANG","25150 KUANTAN PAHANG DM","B 100 TINGKAT 1","TAMAN GURU, JALAN GAMBANG","25150 KUANTAN PAHANG DM","2014-08-28","","","0","admin","2014-01-28 10:15"
"","59","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ELEKTRIK WAJA  ","","09-514 2978","","09-513 0582","NO.24, BLOK B BANGUNAN LKNP

TANAH PUTIH BARU

25150 KUANTAN PAHANG

","NO.24, BLOK B BANGUNAN LKNP

TANAH PUTIH BARU

25150 KUANTAN PAHANG

","","NO.24, BLOK B B","TANAH PUTIH BARU","25150 KUANTAN PAHANG","NO.24, BLOK B BANGUNAN LKNP","TANAH PUTIH BARU","25150 KUANTAN PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","60","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","AZIA ENTERPRISE ","","09-232 5143","","09-223 1377","P 06, TAMAN HARMONI

28700 BENTONG

PAHANG DM

","P 06, TAMAN HARMONI

28700 BENTONG

PAHANG DM

","","P 06, TAMAN HAR","28700 BENTONG","PAHANG DM","P 06, TAMAN HARMONI","28700 BENTONG","PAHANG DM","2014-08-28","","","0","admin","2014-01-28 10:15"
"","61","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","WIRA ELECTRICAL & ENGINEERING WORKS","","09-232 5143","","0-223 1377","P 06, TAMAN HARMONI

28700

BENTONG PAHANG

","P 06, TAMAN HARMONI

28700

BENTONG PAHANG

","","P 06, TAMAN HAR","28700","BENTONG PAHANG","P 06, TAMAN HARMONI","28700","BENTONG PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","62","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","TERAJU UKUR","","","","","



","



","","","","","","","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","63","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","BINA IKATAN MAKMUR (M) SDN.BHD ","","TIADA","","TIADA","NO 24, JALAN SRI TANJUNG 1/4

PUSAT PERTUMBUHAN DESA, TANJUNG GEMOK

26820 ROMPIN PAHANG

","NO 24, JALAN SRI TANJUNG 1/4

PUSAT PERTUMBUHAN DESA, TANJUNG GEMOK

26820 ROMPIN PAHANG

","","NO 24, JALAN SR","PUSAT PERTUMBUHAN DESA, TANJUNG GEMOK","26820 ROMPIN PAHANG","NO 24, JALAN SRI TANJUNG 1/4","PUSAT PERTUMBUHAN DESA, TANJUNG GEMOK","26820 ROMPIN PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","64","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","HAMZAH CONSTRUCTION ","","019-9869640","","09-296 0640","No. A-24 BAgunan LKNP

JALAN AHMAD SHAH

28000 TEMERLOH PAHANG

","No. A-24 BAgunan LKNP

JALAN AHMAD SHAH

28000 TEMERLOH PAHANG

","","No. A-24 BAguna","JALAN AHMAD SHAH","28000 TEMERLOH PAHANG","No. A-24 BAgunan LKNP","JALAN AHMAD SHAH","28000 TEMERLOH PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","65","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","PROSPEK JAYA ENTERPRISE","","09-516 5099","","09-516 5099","A-17, TINGKAT 1

TAMAN TUNAS MAKMUR

BUKIT SETONGKOL 1,25200 KUANTAN PAHANG

","A-17, TINGKAT 1

TAMAN TUNAS MAKMUR

BUKIT SETONGKOL 1,25200 KUANTAN PAHANG

","","A-17, TINGKAT 1","TAMAN TUNAS MAKMUR","BUKIT SETONGKOL 1,25200 KUANTAN PAHANG","A-17, TINGKAT 1","TAMAN TUNAS MAKMUR","BUKIT SETONGKOL 1,25200 KUANTAN PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","66","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","D MENSI ENTERPRISE","","09-536 2578","","09-536 2578","NO 12

LORONG SG ISAP PERDANA 33

25150 KUANTAN PAHANG

","NO 12

LORONG SG ISAP PERDANA 33

25150 KUANTAN PAHANG

","","NO 12","LORONG SG ISAP PERDANA 33","25150 KUANTAN PAHANG","NO 12","LORONG SG ISAP PERDANA 33","25150 KUANTAN PAHANG","2014-08-28","","","0","admin","2014-01-28 10:15"
"","67","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","DIGISMART SUPPLY","","09-573 5008","","09-573 2005","A-39, TINGKAT 2

JALAN IM 3/11

BANDAR INDERA MAHKOTA, 25200 KUANTAN

","A-39, TINGKAT 2

JALAN IM 3/11

BANDAR INDERA MAHKOTA, 25200 KUANTAN

","","A-39, TINGKAT 2","JALAN IM 3/11","BANDAR INDERA MAHKOTA, 25200 KUANTAN","A-39, TINGKAT 2","JALAN IM 3/11","BANDAR INDERA MAHKOTA, 25200 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","68","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","M.S PANORAMA ENTERPRISE","","TIADA","","TIADA","NO. 11

KAMPUNG MELAYU SUNGAI LEMBING

26200 KUANTAN

","NO. 11

KAMPUNG MELAYU SUNGAI LEMBING

26200 KUANTAN

","","NO. 11","KAMPUNG MELAYU SUNGAI LEMBING","26200 KUANTAN","NO. 11","KAMPUNG MELAYU SUNGAI LEMBING","26200 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","69","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ITANIA (M) SDN. BHD. ","","03-42935429","","03-42945429","4-2, JLN. 9/95B, KETUMBAR BUSINESS CENTER

TAMAN CHERAS UTAMA

56100 KUALA LUMPUR

","4-2, JLN. 9/95B, KETUMBAR BUSINESS CENTER

TAMAN CHERAS UTAMA

56100 KUALA LUMPUR

","","4-2, JLN. 9/95B","TAMAN CHERAS UTAMA","56100 KUALA LUMPUR","4-2, JLN. 9/95B, KETUMBAR BUSINESS CENTER","TAMAN CHERAS UTAMA","56100 KUALA LUMPUR","2014-08-28","","","0","admin","2014-01-28 10:15"
"","70","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","HAH ASSOCIATES ","","03-41497110 / 03-414","","03-41481678","42-2 JALAN WANGSA SETIA 4

WANGSA MELAWATI

53000 KUALA LUMPUR

","42-2 JALAN WANGSA SETIA 4

WANGSA MELAWATI

53000 KUALA LUMPUR

","","42-2 JALAN WANG","WANGSA MELAWATI","53000 KUALA LUMPUR","42-2 JALAN WANGSA SETIA 4","WANGSA MELAWATI","53000 KUALA LUMPUR","2014-08-28","","","0","admin","2014-01-28 10:15"
"","71","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","MNE Technology","","09-544 5200","","09-544 9200","B-10, Tkt. Bawah

Bangunan PKNP

Jln. Pantai Beserah, 26100 Kuantan

","B-10, Tkt. Bawah

Bangunan PKNP

Jln. Pantai Beserah, 26100 Kuantan

","","B-10, Tkt. Bawa","Bangunan PKNP","Jln. Pantai Beserah, 26100 Kuantan","B-10, Tkt. Bawah","Bangunan PKNP","Jln. Pantai Beserah, 26100 Kuantan","2014-08-28","","","0","admin","2014-01-28 10:15"
"","72","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","GAGASAN CONSULTANT ","","09-513 9944","","09-514 2510","NO 47 TINGKAT1 JALAN SEKILAU

BUKITSEKILAU

25200 KUANTAN

","NO 47 TINGKAT1 JALAN SEKILAU

BUKITSEKILAU

25200 KUANTAN

","","NO 47 TINGKAT1 ","BUKITSEKILAU","25200 KUANTAN","NO 47 TINGKAT1 JALAN SEKILAU","BUKITSEKILAU","25200 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","73","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","ALJ CONSTRUCTION ","","09-422 7924","","09-422 5931","PD 278/3

KG. PARIT TENGAH

26600 PEKAN

","PD 278/3

KG. PARIT TENGAH

26600 PEKAN

","","PD 278/3","KG. PARIT TENGAH","26600 PEKAN","PD 278/3","KG. PARIT TENGAH","26600 PEKAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","74","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","AHMAD FAUZI BIN NASIR","","TIADA","","TIADA","No.72B, RUMAHLKNP

27000 JERANTUT


","No.72B, RUMAHLKNP

27000 JERANTUT


","","No.72B, RUMAHLK","27000 JERANTUT","","No.72B, RUMAHLKNP","27000 JERANTUT","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","75","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","IKATAN CIPTA BINA ","","09-516 1775 / 1776","","09 - 516 1778","A1-2, LORONG TUN ISMAIL 9

SRI DAGANGAN 2

25000 KUANTAN

","A1-2, LORONG TUN ISMAIL 9

SRI DAGANGAN 2

25000 KUANTAN

","","A1-2, LORONG TU","SRI DAGANGAN 2","25000 KUANTAN","A1-2, LORONG TUN ISMAIL 9","SRI DAGANGAN 2","25000 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
"","76","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","PERNIAGAAN MEGA JERANTUT","","TIADA","","TIADA","B-105, PAKR MAT KILAU DUA

27000 JERANTUT, PAHANG


","B-105, PAKR MAT KILAU DUA

27000 JERANTUT, PAHANG


","","B-105, PAKR MAT","27000 JERANTUT, PAHANG","","B-105, PAKR MAT KILAU DUA","27000 JERANTUT, PAHANG","","2014-08-28","","","0","admin","2014-01-28 10:15"
"","77","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","MIR SHAHARIL ARCHITECT ","","03 - 4259 2762","","03 - 4259 2764","M4 - T WARISAN 

JALAN JELATEK

54200 KUALA LUMPUR

","M4 - T WARISAN 

JALAN JELATEK

54200 KUALA LUMPUR

","","M4 - T WARISAN ","JALAN JELATEK","54200 KUALA LUMPUR","M4 - T WARISAN ","JALAN JELATEK","54200 KUALA LUMPUR","2014-08-28","","","0","admin","2014-01-28 10:15"
"","78","Supplier","Not Available","Unavailable","Unavailable","Not Available","Unavailable","Unavailable","","","","HUSSEIN & LOH ARCHITECTS SDN BHD ","","09 - 516 3855","","09 - 516 2728","NO. 19, TINGKAT SATU

JALAN HAJI ABDUL AZIZ

25000 KUANTAN

","NO. 19, TINGKAT SATU

JALAN HAJI ABDUL AZIZ

25000 KUANTAN

","","NO. 19, TINGKAT","JALAN HAJI ABDUL AZIZ","25000 KUANTAN","NO. 19, TINGKAT SATU","JALAN HAJI ABDUL AZIZ","25000 KUANTAN","2014-08-28","","","0","admin","2014-01-28 10:15"
